id,number,side,move,fen
23200,6,black,dxc4,rnbqkbnrpp2pppp2p582pP45N2PP2PPPPRNBQKB1R
23201,7,white,e3,rnbqkbnrpp2pppp2p582pP44PN2PP3PPPRNBQKB1R
23202,8,black,Bg4,rn1qkbnrpp2pppp2p582pP2b14PN2PP3PPPRNBQKB1R
23203,9,white,Bxc4,rn1qkbnrpp2pppp2p582BP2b14PN2PP3PPPRNBQK2R
23204,10,black,e6,rn1qkbnrpp3ppp2p1p382BP2b14PN2PP3PPPRNBQK2R
23205,11,white,Nc3,rn1qkbnrpp3ppp2p1p382BP2b12N1PN2PP3PPPR1BQK2R
23206,12,black,Nd7,r2qkbnrpp1n1ppp2p1p382BP2b12N1PN2PP3PPPR1BQK2R
23207,13,white,h3,r2qkbnrpp1n1ppp2p1p382BP2b12N1PN1PPP3PP1R1BQK2R
23208,14,black,Bh5,r2qkbnrpp1n1ppp2p1p37b2BP42N1PN1PPP3PP1R1BQK2R
23209,15,white,a3,r2qkbnrpp1n1ppp2p1p37b2BP4P1N1PN1P1P3PP1R1BQK2R
23210,16,black,Ngf6,r2qkb1rpp1n1ppp2p1pn27b2BP4P1N1PN1P1P3PP1R1BQK2R
23211,17,white,e4,r2qkb1rpp1n1ppp2p1pn27b2BPP3P1N2N1P1P3PP1R1BQK2R
23212,18,black,Be7,r2qk2rpp1nbppp2p1pn27b2BPP3P1N2N1P1P3PP1R1BQK2R
23213,19,white,O-O,r2qk2rpp1nbppp2p1pn27b2BPP3P1N2N1P1P3PP1R1BQ1RK1
23214,20,black,O-O,r2q1rk1pp1nbppp2p1pn27b2BPP3P1N2N1P1P3PP1R1BQ1RK1
23215,21,white,Bf4,r2q1rk1pp1nbppp2p1pn27b2BPPB2P1N2N1P1P3PP1R2Q1RK1
23216,22,black,a5,r2q1rk11p1nbppp2p1pn2p6b2BPPB2P1N2N1P1P3PP1R2Q1RK1
23217,23,white,Ba2,r2q1rk11p1nbppp2p1pn2p6b3PPB2P1N2N1PBP3PP1R2Q1RK1
23218,24,black,Qb6,r4rk11p1nbppp1qp1pn2p6b3PPB2P1N2N1PBP3PP1R2Q1RK1
23219,25,white,g4,r4rk11p1nbppp1qp1pn2p6b3PPBP1P1N2N1PBP3P2R2Q1RK1
23220,26,black,Bg6,r4rk11p1nbppp1qp1pnb1p73PPBP1P1N2N1PBP3P2R2Q1RK1
23221,27,white,Qe2,r4rk11p1nbppp1qp1pnb1p73PPBP1P1N2N1PBP2QP2R4RK1
23222,28,black,Qa6,r4rk11p1nbpppq1p1pnb1p73PPBP1P1N2N1PBP2QP2R4RK1
23223,29,white,Qe3,r4rk11p1nbpppq1p1pnb1p73PPBP1P1N1QN1PBP3P2R4RK1
23224,30,black,b5,r4rk13nbpppq1p1pnb1pp63PPBP1P1N1QN1PBP3P2R4RK1
23225,31,white,Ne5,r4rk13nbpppq1p1pnb1pp2N33PPBP1P1N1Q2PBP3P2R4RK1
23226,32,black,Nxe5,r4rk14bpppq1p1pnb1pp2n33PPBP1P1N1Q2PBP3P2R4RK1
23227,33,white,Bxe5,r4rk14bpppq1p1pnb1pp2B33PP1P1P1N1Q2PBP3P2R4RK1
23228,34,black,b4,r4rk14bpppq1p1pnb1p3B31p1PP1P1P1N1Q2PBP3P2R4RK1
23229,35,white,Bxf6,r4rk14bpppq1p1pBb1p71p1PP1P1P1N1Q2PBP3P2R4RK1
23230,36,black,Bxf6,r4rk15pppq1p1pbb1p71p1PP1P1P1N1Q2PBP3P2R4RK1
23231,37,white,Ne2,r4rk15pppq1p1pbb1p71p1PP1P1P3Q2PBP2NP2R4RK1
23232,38,black,bxa3,r4rk15pppq1p1pbb1p73PP1P1p3Q2PBP2NP2R4RK1
23233,39,white,bxa3,r4rk15pppq1p1pbb1p73PP1P1P3Q2PB3NP2R4RK1
23234,40,black,c5,r4rk15pppq3pbb1p1p53PP1P1P3Q2PB3NP2R4RK1
23235,41,white,Rac1,r4rk15pppq3pbb1p1p53PP1P1P3Q2PB3NP22R2RK1
23236,42,black,cxd4,r4rk15pppq3pbb1p73pP1P1P3Q2PB3NP22R2RK1
23237,43,white,Nxd4,r4rk15pppq3pbb1p73NP1P1P3Q2PB4P22R2RK1
23238,44,black,Bxd4,r4rk15pppq3p1b1p73bP1P1P3Q2PB4P22R2RK1
23239,45,white,Qxd4,r4rk15pppq3p1b1p73QP1P1P6PB4P22R2RK1
23240,46,black,Rfd8,r2r2k15pppq3p1b1p73QP1P1P6PB4P22R2RK1
23241,47,white,Qc4,r2r2k15pppq3p1b1p72Q1P1P1P6PB4P22R2RK1
23242,48,black,Qb7,r2r2k11q3ppp4p1b1p72Q1P1P1P6PB4P22R2RK1
23243,49,white,f3,r2r2k11q3ppp4p1b1p72Q1P1P1P4P1PB72R2RK1
23244,50,black,h5,r2r2k11q3pp14p1b1p6p2Q1P1P1P4P1PB72R2RK1
23245,51,white,Qe2,r2r2k11q3pp14p1b1p6p4P1P1P4P1PB3Q32R2RK1
23246,52,black,Rd4,r5k11q3pp14p1b1p6p3rP1P1P4P1PB3Q32R2RK1
23247,53,white,Qe3,r5k11q3pp14p1b1p6p3rP1P1P3QP1PB72R2RK1
23248,54,black,Rd7,r5k11q1r1pp14p1b1p6p4P1P1P3QP1PB72R2RK1
23249,55,white,gxh5,r5k11q1r1pp14p1b1p6P4P3P3QP1PB72R2RK1
23250,56,black,Bxh5,r5k11q1r1pp14p3p6b4P3P3QP1PB72R2RK1
23251,57,white,Rc5,r5k11q1r1pp14p3p1R4b4P3P3QP1PB75RK1
23252,58,black,Bg6,r5k11q1r1pp14p1b1p1R54P3P3QP1PB75RK1
23253,59,white,Rfc1,r5k11q1r1pp14p1b1p1R54P3P3QP1PB72R3K1
23254,60,black,Rad8,3r2k11q1r1pp14p1b1p1R54P3P3QP1PB72R3K1
23255,61,white,Bc4,3r2k11q1r1pp14p1b1p1R52B1P3P3QP1P82R3K1
23256,62,black,Rd1+,3r2k11q3pp14p1b1p1R52B1P3P3QP1P82Rr2K1
23257,63,white,Bf1,3r2k11q3pp14p1b1p1R54P3P3QP1P82Rr1BK1
23258,64,black,Rxc1,3r2k11q3pp14p1b1p1R54P3P3QP1P82r2BK1
23259,65,white,Rxc1,3r2k11q3pp14p1b1p74P3P3QP1P82R2BK1
23260,66,black,a4,3r2k11q3pp14p1b18p3P3P3QP1P82R2BK1
23261,67,white,Rc4,3r2k11q3pp14p1b18p1R1P3P3QP1P85BK1
23262,68,black,Rd1,6k11q3pp14p1b18p1R1P3P3QP1P83r1BK1
23263,69,white,Rb4,6k11q3pp14p1b18pR2P3P3QP1P83r1BK1
23264,70,black,Qc7,6k12q2pp14p1b18pR2P3P3QP1P83r1BK1
23265,71,white,f4,6k12q2pp14p1b18pR2PP2P3Q2P83r1BK1
23266,72,black,Qd8,3q2k15pp14p1b18pR2PP2P3Q2P83r1BK1
23267,73,white,Qf2,3q2k15pp14p1b18pR2PP2P6P5Q23r1BK1
23268,74,black,f5,3q2k16p14p1b15p2pR2PP2P6P5Q23r1BK1
23269,75,white,e5,3q2k16p14p1b14Pp2pR3P2P6P5Q23r1BK1
23270,76,black,Be8,3qb1k16p14p34Pp2pR3P2P6P5Q23r1BK1
23271,77,white,Rb6,3qb1k16p11R2p34Pp2p4P2P6P5Q23r1BK1
23272,78,black,Qc8,2q1b1k16p11R2p34Pp2p4P2P6P5Q23r1BK1
23273,79,white,Rd6,2q1b1k16p13Rp34Pp2p4P2P6P5Q23r1BK1
23274,80,black,Rc1,2q1b1k16p13Rp34Pp2p4P2P6P5Q22r2BK1
23275,81,white,Qd4,2q1b1k16p13Rp34Pp2p2Q1P2P6P82r2BK1
23276,82,black,Kh7,2q1b36pk3Rp34Pp2p2Q1P2P6P82r2BK1
23277,83,white,Kf2,2q1b36pk3Rp34Pp2p2Q1P2P6P5K22r2B2
23278,84,black,Qc2+,4b36pk3Rp34Pp2p2Q1P2P6P2q2K22r2B2
23279,85,white,Qd2,4b36pk3Rp34Pp2p4P2P6P2qQ1K22r2B2
23280,86,black,Qc5+,4b36pk3Rp32q1Pp2p4P2P6P3Q1K22r2B2
23281,87,white,Qe3,4b36pk3Rp32q1Pp2p4P2P3Q2P5K22r2B2
23282,88,black,Rxf1+,4b36pk3Rp32q1Pp2p4P2P3Q2P5K25r2
23283,1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR
23284,2,black,Nf6,rnbqkb1rpppppppp5n283P48PPP1PPPPRNBQKBNR
23285,3,white,c4,rnbqkb1rpppppppp5n282PP48PP2PPPPRNBQKBNR
23286,4,black,g6,rnbqkb1rpppppp1p5np182PP48PP2PPPPRNBQKBNR
23287,5,white,g3,rnbqkb1rpppppp1p5np182PP46P1PP2PP1PRNBQKBNR
23288,6,black,Bg7,rnbqk2rppppppbp5np182PP46P1PP2PP1PRNBQKBNR
23289,7,white,Bg2,rnbqk2rppppppbp5np182PP46P1PP2PPBPRNBQK1NR
23290,8,black,d6,rnbqk2rppp1ppbp3p1np182PP46P1PP2PPBPRNBQK1NR
23291,9,white,Nc3,rnbqk2rppp1ppbp3p1np182PP42N3P1PP2PPBPR1BQK1NR
23292,10,black,O-O,rnbq1rk1ppp1ppbp3p1np182PP42N3P1PP2PPBPR1BQK1NR
23293,11,white,Nf3,rnbq1rk1ppp1ppbp3p1np182PP42N2NP1PP2PPBPR1BQK2R
23294,12,black,Nbd7,r1bq1rk1pppnppbp3p1np182PP42N2NP1PP2PPBPR1BQK2R
23295,13,white,O-O,r1bq1rk1pppnppbp3p1np182PP42N2NP1PP2PPBPR1BQ1RK1
23296,14,black,e5,r1bq1rk1pppn1pbp3p1np14p32PP42N2NP1PP2PPBPR1BQ1RK1
23297,15,white,b3,r1bq1rk1pppn1pbp3p1np14p32PP41PN2NP1P3PPBPR1BQ1RK1
23298,16,black,Re8,r1bqr1k1pppn1pbp3p1np14p32PP41PN2NP1P3PPBPR1BQ1RK1
23299,17,white,Qc2,r1bqr1k1pppn1pbp3p1np14p32PP41PN2NP1P1Q1PPBPR1B2RK1
23300,18,black,Ng4,r1bqr1k1pppn1pbp3p2p14p32PP2n11PN2NP1P1Q1PPBPR1B2RK1
23301,19,white,dxe5,r1bqr1k1pppn1pbp3p2p14P32P3n11PN2NP1P1Q1PPBPR1B2RK1
23302,20,black,Ndxe5,r1bqr1k1ppp2pbp3p2p14n32P3n11PN2NP1P1Q1PPBPR1B2RK1
23303,21,white,Nxe5,r1bqr1k1ppp2pbp3p2p14N32P3n11PN3P1P1Q1PPBPR1B2RK1
23304,22,black,Nxe5,r1bqr1k1ppp2pbp3p2p14n32P51PN3P1P1Q1PPBPR1B2RK1
23305,23,white,Bb2,r1bqr1k1ppp2pbp3p2p14n32P51PN3P1PBQ1PPBPR4RK1
23306,24,black,h5,r1bqr1k1ppp2pb13p2p14n2p2P51PN3P1PBQ1PPBPR4RK1
23307,25,white,Rad1,r1bqr1k1ppp2pb13p2p14n2p2P51PN3P1PBQ1PPBP3R1RK1
23308,26,black,Bf5,r2qr1k1ppp2pb13p2p14nb1p2P51PN3P1PBQ1PPBP3R1RK1
23309,27,white,Qd2,r2qr1k1ppp2pb13p2p14nb1p2P51PN3P1PB1QPPBP3R1RK1
23310,28,black,Qc8,r1q1r1k1ppp2pb13p2p14nb1p2P51PN3P1PB1QPPBP3R1RK1
23311,29,white,Nd5,r1q1r1k1ppp2pb13p2p13Nnb1p2P51P4P1PB1QPPBP3R1RK1
23312,30,black,c6,r1q1r1k1pp3pb12pp2p13Nnb1p2P51P4P1PB1QPPBP3R1RK1
23313,31,white,Ne3,r1q1r1k1pp3pb12pp2p14nb1p2P51P2N1P1PB1QPPBP3R1RK1
23314,32,black,Bh3,r1q1r1k1pp3pb12pp2p14n2p2P51P2N1PbPB1QPPBP3R1RK1
23315,33,white,f4,r1q1r1k1pp3pb12pp2p14n2p2P2P21P2N1PbPB1QP1BP3R1RK1
23316,34,black,Bxg2,r1q1r1k1pp3pb12pp2p14n2p2P2P21P2N1P1PB1QP1bP3R1RK1
23317,35,white,Nxg2,r1q1r1k1pp3pb12pp2p14n2p2P2P21P4P1PB1QP1NP3R1RK1
23318,36,black,Ng4,r1q1r1k1pp3pb12pp2p17p2P2Pn11P4P1PB1QP1NP3R1RK1
23319,37,white,Bxg7,r1q1r1k1pp3pB12pp2p17p2P2Pn11P4P1P2QP1NP3R1RK1
23320,38,black,Kxg7,r1q1r3pp3pk12pp2p17p2P2Pn11P4P1P2QP1NP3R1RK1
23321,39,white,f5,r1q1r3pp3pk12pp2p15P1p2P3n11P4P1P2QP1NP3R1RK1
23322,40,black,Qd8,r2qr3pp3pk12pp2p15P1p2P3n11P4P1P2QP1NP3R1RK1
23323,41,white,Qd4+,r2qr3pp3pk12pp2p15P1p2PQ2n11P4P1P3P1NP3R1RK1
23324,42,black,Ne5,r2qr3pp3pk12pp2p14nP1p2PQ41P4P1P3P1NP3R1RK1
23325,43,white,fxg6,r2qr3pp3pk12pp2P14n2p2PQ41P4P1P3P1NP3R1RK1
23326,44,black,fxg6,r2qr3pp4k12pp2p14n2p2PQ41P4P1P3P1NP3R1RK1
23327,45,white,Qxd6,r2qr3pp4k12pQ2p14n2p2P51P4P1P3P1NP3R1RK1
23328,46,black,Qxd6,r3r3pp4k12pq2p14n2p2P51P4P1P3P1NP3R1RK1
23329,47,white,Rxd6,r3r3pp4k12pR2p14n2p2P51P4P1P3P1NP5RK1
23330,1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR
23331,2,black,d5,rnbqkbnrppp1pppp83p43P48PPP1PPPPRNBQKBNR
23332,3,white,c4,rnbqkbnrppp1pppp83p42PP48PP2PPPPRNBQKBNR
23333,4,black,c6,rnbqkbnrpp2pppp2p53p42PP48PP2PPPPRNBQKBNR
23334,5,white,Nf3,rnbqkbnrpp2pppp2p53p42PP45N2PP2PPPPRNBQKB1R
23335,6,black,Nf6,rnbqkb1rpp2pppp2p2n23p42PP45N2PP2PPPPRNBQKB1R
23336,7,white,Nc3,rnbqkb1rpp2pppp2p2n23p42PP42N2N2PP2PPPPR1BQKB1R
23337,8,black,dxc4,rnbqkb1rpp2pppp2p2n282pP42N2N2PP2PPPPR1BQKB1R
23338,9,white,a4,rnbqkb1rpp2pppp2p2n28P1pP42N2N21P2PPPPR1BQKB1R
23339,10,black,Bf5,rn1qkb1rpp2pppp2p2n25b2P1pP42N2N21P2PPPPR1BQKB1R
23340,11,white,Ne5,rn1qkb1rpp2pppp2p2n24Nb2P1pP42N51P2PPPPR1BQKB1R
23341,12,black,Nbd7,r2qkb1rpp1npppp2p2n24Nb2P1pP42N51P2PPPPR1BQKB1R
23342,13,white,Nxc4,r2qkb1rpp1npppp2p2n25b2P1NP42N51P2PPPPR1BQKB1R
23343,14,black,Qc7,r3kb1rppqnpppp2p2n25b2P1NP42N51P2PPPPR1BQKB1R
23344,15,white,g3,r3kb1rppqnpppp2p2n25b2P1NP42N3P11P2PP1PR1BQKB1R
23345,16,black,e5,r3kb1rppqn1ppp2p2n24pb2P1NP42N3P11P2PP1PR1BQKB1R
23346,17,white,dxe5,r3kb1rppqn1ppp2p2n24Pb2P1N52N3P11P2PP1PR1BQKB1R
23347,18,black,Nxe5,r3kb1rppq2ppp2p2n24nb2P1N52N3P11P2PP1PR1BQKB1R
23348,19,white,Bf4,r3kb1rppq2ppp2p2n24nb2P1N2B22N3P11P2PP1PR2QKB1R
23349,20,black,Nfd7,r3kb1rppqn1ppp2p54nb2P1N2B22N3P11P2PP1PR2QKB1R
23350,21,white,Bg2,r3kb1rppqn1ppp2p54nb2P1N2B22N3P11P2PPBPR2QK2R
23351,22,black,Be6,r3kb1rppqn1ppp2p1b34n3P1N2B22N3P11P2PPBPR2QK2R
23352,23,white,Nxe5,r3kb1rppqn1ppp2p1b34N3P4B22N3P11P2PPBPR2QK2R
23353,24,black,Nxe5,r3kb1rppq2ppp2p1b34n3P4B22N3P11P2PPBPR2QK2R
23354,25,white,O-O,r3kb1rppq2ppp2p1b34n3P4B22N3P11P2PPBPR2Q1RK1
23355,26,black,Be7,r3k2rppq1bppp2p1b34n3P4B22N3P11P2PPBPR2Q1RK1
23356,27,white,Qc2,r3k2rppq1bppp2p1b34n3P4B22N3P11PQ1PPBPR4RK1
23357,28,black,Rd8,3rk2rppq1bppp2p1b34n3P4B22N3P11PQ1PPBPR4RK1
23358,29,white,Rfd1,3rk2rppq1bppp2p1b34n3P4B22N3P11PQ1PPBPR2R2K1
23359,30,black,O-O,3r1rk1ppq1bppp2p1b34n3P4B22N3P11PQ1PPBPR2R2K1
23360,31,white,Nb5,3r1rk1ppq1bppp2p1b31N2n3P4B26P11PQ1PPBPR2R2K1
23361,32,black,Rxd1+,5rk1ppq1bppp2p1b31N2n3P4B26P11PQ1PPBPR2r2K1
23362,33,white,Rxd1,5rk1ppq1bppp2p1b31N2n3P4B26P11PQ1PPBP3R2K1
23363,34,black,Qa5,5rk1pp2bppp2p1b3qN2n3P4B26P11PQ1PPBP3R2K1
23364,35,white,Nd4,5rk1pp2bppp2p1b3q3n3P2N1B26P11PQ1PPBP3R2K1
23365,36,black,Bc8,2b2rk1pp2bppp2p5q3n3P2N1B26P11PQ1PPBP3R2K1
23366,37,white,b4,2b2rk1pp2bppp2p5q3n3PP1N1B26P12Q1PPBP3R2K1
23367,38,black,Qc7,2b2rk1ppq1bppp2p54n3PP1N1B26P12Q1PPBP3R2K1
23368,39,white,b5,2b2rk1ppq1bppp2p51P2n3P2N1B26P12Q1PPBP3R2K1
23369,40,black,c5,2b2rk1ppq1bppp81Pp1n3P2N1B26P12Q1PPBP3R2K1
23370,41,white,Nf5,2b2rk1ppq1bppp81Pp1nN2P4B26P12Q1PPBP3R2K1
23371,42,black,f6,2b2rk1ppq1b1pp5p21Pp1nN2P4B26P12Q1PPBP3R2K1
23372,43,white,Ne3,2b2rk1ppq1b1pp5p21Pp1n3P4B24N1P12Q1PPBP3R2K1
23373,44,black,Be6,5rk1ppq1b1pp4bp21Pp1n3P4B24N1P12Q1PPBP3R2K1
23374,45,white,Bd5,5rk1ppq1b1pp4bp21PpBn3P4B24N1P12Q1PP1P3R2K1
23375,46,black,Bxd5,5rk1ppq1b1pp5p21Ppbn3P4B24N1P12Q1PP1P3R2K1
23376,47,white,Rxd5,5rk1ppq1b1pp5p21PpRn3P4B24N1P12Q1PP1P6K1
23377,48,black,Qa5,5rk1pp2b1pp5p2qPpRn3P4B24N1P12Q1PP1P6K1
23378,49,white,Nf5,5rk1pp2b1pp5p2qPpRnN2P4B26P12Q1PP1P6K1
23379,50,black,Qe1+,5rk1pp2b1pp5p21PpRnN2P4B26P12Q1PP1P4q1K1
23380,51,white,Kg2,5rk1pp2b1pp5p21PpRnN2P4B26P12Q1PPKP4q3
23381,52,black,Bd8,3b1rk1pp4pp5p21PpRnN2P4B26P12Q1PPKP4q3
23382,53,white,Bxe5,3b1rk1pp4pp5p21PpRBN2P76P12Q1PPKP4q3
23383,54,black,fxe5,3b1rk1pp4pp81PpRpN2P76P12Q1PPKP4q3
23384,55,white,Rd7,3b1rk1pp1R2pp81Pp1pN2P76P12Q1PPKP4q3
23385,56,black,Bf6,5rk1pp1R2pp5b21Pp1pN2P76P12Q1PPKP4q3
23386,57,white,Nh6+,5rk1pp1R2pp5b1N1Pp1p3P76P12Q1PPKP4q3
23387,58,black,Kh8,5r1kpp1R2pp5b1N1Pp1p3P76P12Q1PPKP4q3
23388,59,white,Qxc5,5r1kpp1R2pp5b1N1PQ1p3P76P14PPKP4q3
23389,1,white,d4,rnbqkbnrpppppppp883P48PPP1PPPPRNBQKBNR
23390,2,black,Nf6,rnbqkb1rpppppppp5n283P48PPP1PPPPRNBQKBNR
23391,3,white,c4,rnbqkb1rpppppppp5n282PP48PP2PPPPRNBQKBNR
23392,4,black,g6,rnbqkb1rpppppp1p5np182PP48PP2PPPPRNBQKBNR
23393,5,white,Nc3,rnbqkb1rpppppp1p5np182PP42N5PP2PPPPR1BQKBNR
23394,6,black,d5,rnbqkb1rppp1pp1p5np13p42PP42N5PP2PPPPR1BQKBNR
23395,7,white,Qb3,rnbqkb1rppp1pp1p5np13p42PP41QN5PP2PPPPR1B1KBNR
23396,8,black,dxc4,rnbqkb1rppp1pp1p5np182pP41QN5PP2PPPPR1B1KBNR
23397,9,white,Qxc4,rnbqkb1rppp1pp1p5np182QP42N5PP2PPPPR1B1KBNR
23398,10,black,Be6,rn1qkb1rppp1pp1p4bnp182QP42N5PP2PPPPR1B1KBNR
23399,11,white,Qb5+,rn1qkb1rppp1pp1p4bnp11Q63P42N5PP2PPPPR1B1KBNR
23400,12,black,Nc6,r2qkb1rppp1pp1p2n1bnp11Q63P42N5PP2PPPPR1B1KBNR
23401,13,white,Nf3,r2qkb1rppp1pp1p2n1bnp11Q63P42N2N2PP2PPPPR1B1KB1R
23402,14,black,Rb8,1r1qkb1rppp1pp1p2n1bnp11Q63P42N2N2PP2PPPPR1B1KB1R
23403,15,white,Ne5,1r1qkb1rppp1pp1p2n1bnp11Q2N33P42N5PP2PPPPR1B1KB1R
23404,16,black,Bd7,1r1qkb1rpppbpp1p2n2np11Q2N33P42N5PP2PPPPR1B1KB1R
23405,17,white,Nxd7,1r1qkb1rpppNpp1p2n2np11Q63P42N5PP2PPPPR1B1KB1R
23406,18,black,Qxd7,1r2kb1rpppqpp1p2n2np11Q63P42N5PP2PPPPR1B1KB1R
23407,19,white,d5,1r2kb1rpppqpp1p2n2np11Q1P482N5PP2PPPPR1B1KB1R
23408,20,black,Nd4,1r2kb1rpppqpp1p5np11Q1P43n42N5PP2PPPPR1B1KB1R
23409,21,white,Qd3,1r2kb1rpppqpp1p5np13P43n42NQ4PP2PPPPR1B1KB1R
23410,22,black,e5,1r2kb1rpppq1p1p5np13Pp33n42NQ4PP2PPPPR1B1KB1R
23411,23,white,e3,1r2kb1rpppq1p1p5np13Pp33n42NQP3PP3PPPR1B1KB1R
23412,24,black,Nf5,1r2kb1rpppq1p1p5np13Ppn282NQP3PP3PPPR1B1KB1R
23413,25,white,e4,1r2kb1rpppq1p1p5np13Ppn24P32NQ4PP3PPPR1B1KB1R
23414,26,black,Nd6,1r2kb1rpppq1p1p3n1np13Pp34P32NQ4PP3PPPR1B1KB1R
23415,27,white,f4,1r2kb1rpppq1p1p3n1np13Pp34PP22NQ4PP4PPR1B1KB1R
23416,28,black,Qe7,1r2kb1rppp1qp1p3n1np13Pp34PP22NQ4PP4PPR1B1KB1R
23417,29,white,Be3,1r2kb1rppp1qp1p3n1np13Pp34PP22NQB3PP4PPR3KB1R
23418,30,black,Ng4,1r2kb1rppp1qp1p3n2p13Pp34PPn12NQB3PP4PPR3KB1R
23419,31,white,Bxa7,1r2kb1rBpp1qp1p3n2p13Pp34PPn12NQ4PP4PPR3KB1R
23420,32,black,Ra8,r3kb1rBpp1qp1p3n2p13Pp34PPn12NQ4PP4PPR3KB1R
23421,33,white,h3,r3kb1rBpp1qp1p3n2p13Pp34PPn12NQ3PPP4P1R3KB1R
23422,34,black,Rxa7,4kb1rrpp1qp1p3n2p13Pp34PPn12NQ3PPP4P1R3KB1R
23423,35,white,hxg4,4kb1rrpp1qp1p3n2p13Pp34PPP12NQ4PP4P1R3KB1R
23424,36,black,Bg7,4k2rrpp1qpbp3n2p13Pp34PPP12NQ4PP4P1R3KB1R
23425,37,white,Qe3,4k2rrpp1qpbp3n2p13Pp34PPP12N1Q3PP4P1R3KB1R
23426,38,black,Ra5,4k2r1pp1qpbp3n2p1r2Pp34PPP12N1Q3PP4P1R3KB1R
23427,39,white,f5,4k2r1pp1qpbp3n2p1r2PpP24P1P12N1Q3PP4P1R3KB1R
23428,40,black,Bf6,4k2r1pp1qp1p3n1bp1r2PpP24P1P12N1Q3PP4P1R3KB1R
23429,41,white,a4,4k2r1pp1qp1p3n1bp1r2PpP2P3P1P12N1Q31P4P1R3KB1R
23430,42,black,Bh4+,4k2r1pp1qp1p3n2p1r2PpP2P3P1Pb2N1Q31P4P1R3KB1R
23431,43,white,g3,4k2r1pp1qp1p3n2p1r2PpP2P3P1Pb2N1Q1P11P6R3KB1R
23432,44,black,Bg5,4k2r1pp1qp1p3n2p1r2PpPb1P3P1P12N1Q1P11P6R3KB1R
23433,45,white,Qf3,4k2r1pp1qp1p3n2p1r2PpPb1P3P1P12N2QP11P6R3KB1R
23434,46,black,O-O,5rk11pp1qp1p3n2p1r2PpPb1P3P1P12N2QP11P6R3KB1R
23435,47,white,b4,5rk11pp1qp1p3n2p1r2PpPb1PP2P1P12N2QP18R3KB1R
23436,48,black,Raa8,r4rk11pp1qp1p3n2p13PpPb1PP2P1P12N2QP18R3KB1R
23437,49,white,Ra2,r4rk11pp1qp1p3n2p13PpPb1PP2P1P12N2QP1R74KB1R
23438,50,black,Ne8,r3nrk11pp1qp1p6p13PpPb1PP2P1P12N2QP1R74KB1R
23439,51,white,Rb2,r3nrk11pp1qp1p6p13PpPb1PP2P1P12N2QP11R64KB1R
23440,52,black,Nf6,r4rk11pp1qp1p5np13PpPb1PP2P1P12N2QP11R64KB1R
23441,53,white,Be2,r4rk11pp1qp1p5np13PpPb1PP2P1P12N2QP11R2B34K2R
23442,54,black,c6,r4rk11p2qp1p2p2np13PpPb1PP2P1P12N2QP11R2B34K2R
23443,55,white,dxc6,r4rk11p2qp1p2P2np14pPb1PP2P1P12N2QP11R2B34K2R
23444,56,black,bxc6,r4rk14qp1p2p2np14pPb1PP2P1P12N2QP11R2B34K2R
23445,57,white,O-O,r4rk14qp1p2p2np14pPb1PP2P1P12N2QP11R2B35RK1
23446,58,black,Rad8,3r1rk14qp1p2p2np14pPb1PP2P1P12N2QP11R2B35RK1
23447,59,white,Kg2,3r1rk14qp1p2p2np14pPb1PP2P1P12N2QP11R2B1K15R2
23448,60,black,Rd4,5rk14qp1p2p2np14pPb1PP1rP1P12N2QP11R2B1K15R2
23449,61,white,b5,5rk14qp1p2p2np11P2pPb1P2rP1P12N2QP11R2B1K15R2
23450,62,black,cxb5,5rk14qp1p5np11p2pPb1P2rP1P12N2QP11R2B1K15R2
23451,63,white,axb5,5rk14qp1p5np11P2pPb13rP1P12N2QP11R2B1K15R2
23452,64,black,Rb8,1r4k14qp1p5np11P2pPb13rP1P12N2QP11R2B1K15R2
23453,65,white,fxg6,1r4k14qp1p5nP11P2p1b13rP1P12N2QP11R2B1K15R2
23454,66,black,fxg6,1r4k14q2p5np11P2p1b13rP1P12N2QP11R2B1K15R2
23455,67,white,b6,1r4k14q2p1P3np14p1b13rP1P12N2QP11R2B1K15R2
23456,68,black,Qb7,1r4k11q5p1P3np14p1b13rP1P12N2QP11R2B1K15R2
23457,69,white,Kh3,1r4k11q5p1P3np14p1b13rP1P12N2QPK1R2B35R2
23458,70,black,Rd6,1r4k11q5p1P1r1np14p1b14P1P12N2QPK1R2B35R2
23459,71,white,Nd5,1r4k11q5p1P1r1np13Np1b14P1P15QPK1R2B35R2
23460,72,black,Kg7,1r61q4kp1P1r1np13Np1b14P1P15QPK1R2B35R2
23461,73,white,Rc2,1r61q4kp1P1r1np13Np1b14P1P15QPK2R1B35R2
23462,74,black,Nxd5,1r61q4kp1P1r2p13np1b14P1P15QPK2R1B35R2
23463,75,white,exd5,1r61q4kp1P1r2p13Pp1b16P15QPK2R1B35R2
23464,76,black,Rxb6,1r61q4kp1r4p13Pp1b16P15QPK2R1B35R2
23465,77,white,Rc6,1r61q4kp1rR3p13Pp1b16P15QPK4B35R2
23466,78,black,Rxc6,1r61q4kp2r3p13Pp1b16P15QPK4B35R2
23467,79,white,dxc6,1r61q4kp2P3p14p1b16P15QPK4B35R2
23468,80,black,Qe7,1r64q1kp2P3p14p1b16P15QPK4B35R2
